bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier1,v10.1,v11.0,major_2x,108,21,38.3088307446951,45,383863,601308,98.76342088415016,1529,8,45,hybrid_cloud,12,46042,8786,2038,96.13606539116591,canary,60.190067361412446,agile,0,1,1,1,1,1,1,1,1,1,92.59093458371291,8,58.33346287072933,8,15,0,1,8,1,3955884,0,1,83.0664763433525,22.301710442075077
tier2,v8.5,v9.2,major_1x,26,10,27.58426249128107,15,121847,599867,97.28432211565688,1138,1,32,private_cloud,17,17902,5037,7499,89.6092516684279,canary,54.3685244055648,agile,7,1,1,1,1,1,1,1,1,1,83.30284556991154,18,54.000688195565616,3,44,1,0,8,1,1410337,1,1,29.739154360903736,56.88216105782844
tier3,v8.2,v11.0,major_1x,18,32,54.80682618145344,27,280042,328972,97.12309577528129,336,11,23,on_premise,6,25869,1704,3828,74.03434084850578,big_bang,29.38579496840638,scrum,1,1,1,1,1,1,1,1,1,0,82.70600796723721,14,53.82905942096081,10,10,1,0,12,0,631485,0,1,100.0,47.341547887640644
tier2,v8.2,v9.0,major_1x,85,34,55.64901627999673,9,96021,510292,97.93923134365019,847,3,32,private_cloud,20,33366,6626,4560,81.09051392140628,blue_green,10.979583250718324,agile,0,1,1,1,0,1,1,1,1,0,73.56640890754812,6,60.772095025336526,1,65,0,0,15,0,2273108,1,1,43.335558737136964,57.0296156718251
tier3,v8.2,v10.5,major_2x,35,28,32.31680666914521,26,196145,312846,97.83769366862178,1337,7,25,on_premise,26,17009,1031,1594,87.11077008411041,blue_green,51.098422939063695,scrum,1,0,1,1,0,1,1,1,1,0,62.01173651266994,13,68.76373559392616,6,51,0,0,9,0,1615948,0,1,100.0,38.6788468343109
tier1,v9.2,v11.0,minor,64,47,36.75509775485796,49,379660,611392,96.02407091272833,1164,6,7,private_cloud,48,30129,5125,7687,88.31373958303523,canary,75.71925330666102,agile,8,1,1,1,1,1,1,1,1,1,70.34925761564917,4,71.9473712936036,6,64,0,1,7,1,2720549,1,1,56.17098500508281,53.23203545636417
tier1,v9.2,v9.2,major_1x,32,4,16.379171369920854,40,434259,743605,96.58632383690485,853,7,19,hybrid_cloud,26,15845,6752,8361,100.0,canary,88.95416647040318,scrum,7,1,1,1,1,0,1,1,1,1,82.63195182052858,13,59.015697267037005,3,65,1,1,18,1,2130221,1,1,67.71611012584606,50.733161918452424
tier3,v8.5,v10.5,major_1x,77,16,16.007740896895527,26,45487,221912,98.66074160551547,1348,1,10,private_cloud,20,15230,4327,5790,73.71741314656678,big_bang,67.60133230177772,waterfall,4,1,1,0,1,1,0,1,0,1,63.982820890689645,11,43.60582796169694,1,22,1,1,7,1,989893,1,1,76.00059405206049,64.37037080275772
tier2,v8.2,v9.2,minor,72,20,51.36282007088431,17,71813,246352,96.75035848410005,1609,9,23,hybrid_cloud,25,15868,6059,7791,75.12262485999611,rolling,25.333110839710546,agile,1,1,1,1,0,1,1,1,1,1,79.01126083658484,4,78.04850198984133,1,11,1,1,5,1,2069137,0,1,72.1761937838012,27.695179242050017
tier3,v8.2,v10.1,minor,12,32,40.76164918572214,35,174793,548276,96.19337665409624,1393,6,26,on_premise,14,7289,2558,2027,81.59967590947302,blue_green,10.359177333454014,scrum,3,1,1,1,1,1,1,1,1,0,86.68932839209675,16,61.372886702993604,2,48,0,0,11,1,1132287,1,1,72.38244632491286,39.23668832704813
tier2,v10.1,v9.2,minor,105,17,40.189481993916985,9,410231,483775,97.09500860821029,1397,3,41,hybrid_cloud,29,22992,6239,5742,87.28848282686076,blue_green,68.9754877077028,agile,7,1,1,0,1,1,1,0,1,1,80.34196111192048,15,79.56620380521065,11,58,0,0,14,0,3647005,1,1,49.89531064086517,41.10750430410515
tier2,v10.1,v10.5,minor,37,44,63.47260785713032,20,146517,281290,96.57470885755093,282,9,29,hybrid_cloud,22,27060,1682,4939,84.86525558439676,rolling,75.96289505722949,agile,2,1,1,1,1,1,1,1,1,0,89.07326292014127,13,47.968972072223465,10,63,0,1,4,0,1930876,1,1,69.46326757908247,51.14735442877547
tier3,v8.5,v10.1,minor,30,16,40.17393345762822,18,85752,583751,95.56347228251363,1129,2,28,hybrid_cloud,23,6773,5547,1159,87.58252368517789,rolling,16.955338816559454,waterfall,1,1,1,1,1,0,1,0,1,0,68.56952029534357,9,50.52141860755626,4,42,0,1,5,0,1512652,1,1,63.19145066800259,55.201736141256816
tier3,v8.2,v10.5,minor,21,7,33.62100774763372,34,217139,374814,95.9783809463198,328,9,29,on_premise,21,10426,1265,3695,74.29199216792134,big_bang,12.979458430928062,scrum,4,1,1,0,1,1,1,1,1,1,62.18417950775391,14,60.65451288583971,5,59,1,1,6,1,775376,1,1,100.0,49.929190473159906
tier3,v8.5,v10.5,major_1x,63,15,21.369748352171175,23,185058,127046,97.51393094163431,1157,7,34,on_premise,28,13226,3563,3347,79.50784543665543,blue_green,60.322824844098456,agile,0,1,1,1,1,1,1,0,1,0,85.60027170585475,10,54.17348021527205,5,31,1,0,8,1,1033858,1,1,77.68306892230522,37.61696547081716
tier2,v10.1,v10.1,minor,13,28,63.068592007044764,37,83260,484630,96.30565004391573,812,7,7,public_cloud,37,36930,4829,3022,71.87571007246295,blue_green,83.34229712687836,waterfall,3,1,1,1,1,0,1,1,1,0,90.99308759597534,6,56.922267618759896,11,56,0,0,13,1,2142787,1,1,72.79886995432898,57.41282502195787
tier3,v10.1,v9.2,minor,10,39,44.14450396665079,8,176631,534654,97.54060382979314,266,2,11,on_premise,14,18046,1628,5286,72.49821963060369,big_bang,32.1010224373027,scrum,5,1,1,1,0,1,1,1,1,1,79.18754976652319,8,70.5733647249676,1,24,0,1,7,0,604279,1,1,59.467194273509435,81.95030191489658
tier2,v9.2,v9.0,major_2x,57,20,19.89195137956028,38,136045,689180,95.81668531779238,310,5,5,private_cloud,35,11255,3184,7704,76.75187622440063,canary,77.91727149881017,waterfall,7,1,1,1,1,1,1,0,1,1,83.42602249163139,13,55.02511908757162,7,63,0,0,16,0,952651,0,1,83.26188824486862,74.20834265889619
tier1,v8.5,v9.0,major_1x,61,39,57.63482795241373,35,191298,581369,95.78268742633048,1999,7,24,private_cloud,26,20653,7067,4826,99.58152517767039,blue_green,80.5681579920366,scrum,7,1,1,1,0,1,1,1,1,1,84.93277475874321,6,59.2143021418039,6,11,0,1,17,1,4504033,1,1,55.80380700875499,24.911343713165245
microfinance,v8.5,v9.0,minor,22,5,62.51708919653227,9,198941,106207,97.607660149534,973,2,4,hybrid_cloud,36,25313,7327,2152,77.48060169419047,blue_green,22.195307537173253,waterfall,0,1,0,1,1,1,1,0,1,1,60.92680173991707,7,56.09619350440888,9,8,0,0,4,0,1236483,1,1,78.65069747911438,71.343830074767
tier1,v8.2,v9.0,major_1x,30,28,74.83485982864497,23,351751,862109,98.52346076091499,1519,9,43,hybrid_cloud,20,16572,2859,2605,90.57613853428226,rolling,31.574462101339677,scrum,4,1,1,1,1,0,1,1,1,1,66.27219143364744,5,54.4851668980737,2,56,0,0,20,1,3976552,1,1,87.05637377914458,20.381730380457498
microfinance,v8.2,v11.0,minor,23,40,49.25996983513625,31,202091,577546,96.36988340458807,146,3,31,on_premise,29,10564,2392,1361,76.96226716115277,blue_green,25.648549351565716,waterfall,2,1,1,0,0,1,1,1,0,0,83.7814837298629,10,52.37960830572407,10,11,0,0,5,0,1044009,1,1,64.41239187015393,70.76494170229402
tier2,v9.2,v9.0,minor,68,16,17.765271354332405,31,161643,204189,98.64570500002186,1425,12,9,on_premise,19,36960,2069,5002,80.40022391704402,canary,81.91593569777265,kanban,0,1,1,1,1,1,1,0,1,0,76.34271609660685,9,55.772452123366286,3,49,0,0,14,1,3178747,1,1,100.0,30.322852500010924
tier2,v9.0,v10.1,minor,58,42,47.62754592701861,24,357991,646862,95.99378575231914,1509,1,7,hybrid_cloud,30,10946,7415,2768,76.08490660411626,blue_green,41.44240265772391,scrum,6,1,1,0,0,1,1,0,1,1,90.06706192773139,13,77.13137636835772,1,34,0,1,11,1,1554700,1,1,45.68812062055994,61.31689287615956
tier3,v9.0,v9.0,major_2x,54,38,53.97305801214842,18,245163,436345,98.12749072952975,279,0,24,on_premise,8,11851,4410,5736,94.32807303255541,rolling,12.217779764417308,waterfall,3,1,1,1,1,1,1,1,1,0,63.99557757296442,14,61.1459789942661,2,55,1,0,7,0,2036957,1,1,61.11079770366915,81.48374536476489
microfinance,v9.0,v10.5,major_1x,39,19,49.60158480671215,15,32897,488931,97.54331142988134,1683,10,6,hybrid_cloud,24,15595,1035,6799,76.6178031976384,rolling,77.9781393904095,waterfall,3,1,1,0,1,1,1,1,1,1,61.49860449499679,8,60.838537952171066,4,18,0,0,5,0,1510862,0,1,76.53906300310324,32.11165571494067
tier3,v8.5,v9.0,major_1x,90,42,61.85427642468772,31,147579,257629,97.5293763088876,1342,2,3,private_cloud,15,13459,2995,3553,62.74700042052101,big_bang,39.1566910265422,waterfall,3,0,1,1,0,1,1,0,0,1,74.22625850662986,12,64.42025466740463,10,34,0,0,13,1,2092342,1,1,99.07510675438436,64.4246881544438
tier3,v8.5,v9.2,major_2x,59,36,23.391704513072227,28,139638,369278,96.72103393928796,568,5,25,hybrid_cloud,13,19307,5454,5683,77.17812413612864,canary,66.50827129664728,scrum,0,1,1,1,1,0,1,1,1,1,84.06772589899884,13,57.33043858176984,10,15,1,1,11,1,2087263,1,1,82.53917331461699,59.50051696964398
tier3,v10.1,v10.1,major_2x,70,42,17.911768334448926,5,222351,486391,96.2768804833489,547,9,27,on_premise,9,5772,4985,5123,68.58364235472203,big_bang,66.81409319273288,scrum,3,1,1,1,0,0,1,1,1,0,84.59596031989895,11,63.69824396661539,8,43,0,1,4,0,1329192,1,1,100.0,46.69844024167446
tier3,v8.5,v10.1,major_1x,22,42,50.42252148909582,34,282070,507390,97.62964604403184,244,2,28,public_cloud,26,14961,4870,4336,76.21144136956558,canary,67.6180518613628,waterfall,2,0,1,0,1,1,1,1,1,1,74.05174333333812,11,72.15346741111173,7,28,1,0,12,1,1896901,1,1,55.52781002219256,73.93482302201593
tier3,v8.5,v11.0,major_1x,21,30,57.677947935071735,25,89897,649773,98.10638463950697,1406,3,5,on_premise,13,24090,3521,2925,70.71536312857741,canary,64.97640577213699,scrum,5,1,1,1,0,1,1,1,0,1,85.33574792968749,21,64.48186140082704,5,20,1,0,13,0,2113833,0,1,66.55993200464049,59.43319231975349
tier2,v8.5,v10.5,minor,41,25,64.83556328106019,21,247982,493352,95.59683982014036,884,2,35,private_cloud,23,28427,6034,4887,95.1077728022697,blue_green,76.64697057320245,kanban,7,0,1,1,0,1,1,1,1,0,64.54638503778716,15,58.13945869616393,9,20,1,0,14,1,2735298,1,1,53.588027702774404,56.61841991007017
tier2,v9.2,v10.1,minor,97,5,52.45310223253845,38,148620,609716,96.9281734811084,482,7,31,hybrid_cloud,18,11876,5618,4008,98.82085780241829,rolling,56.75001638171325,kanban,4,0,1,1,1,0,1,1,1,1,79.1995090415902,11,48.57640156193554,8,13,0,0,4,0,3166495,0,1,89.06623521628082,52.32408674055419
tier2,v8.5,v9.2,major_1x,96,22,63.81122356334693,23,291580,251886,96.81227273195378,1429,4,17,hybrid_cloud,34,32202,2405,4381,87.0556777970149,blue_green,81.40220247213513,waterfall,2,0,1,1,1,1,1,1,1,0,85.61142858190497,7,59.81047181027393,3,54,0,1,9,1,2931788,1,1,56.80748083333721,49.32613636597689
microfinance,v8.2,v9.0,major_1x,15,24,15.798357012198712,41,367759,319036,95.49268683658208,1373,4,25,hybrid_cloud,9,10226,3610,5009,72.65214976190796,canary,41.8309839108173,waterfall,1,0,1,1,1,1,0,0,1,0,87.1020393255188,10,60.511918640177704,9,51,0,1,10,1,1780969,1,1,93.64589949265279,45.78634341829104
microfinance,v8.2,v10.1,major_2x,46,21,20.575942275244124,12,122657,362585,96.91527545310201,1114,11,20,on_premise,38,10429,3932,2267,70.0184572540853,big_bang,49.09257748845986,waterfall,6,1,1,1,0,1,1,1,1,0,65.34808304525528,10,48.0441015407108,2,49,1,0,4,0,2616846,0,1,100.0,33.17763772655101
tier1,v10.1,v9.2,major_1x,48,3,31.372015123044967,19,485064,987457,99.65518331417093,1910,3,44,private_cloud,34,34285,6674,5747,97.32375740518475,canary,47.413790405681894,scrum,5,0,1,1,0,1,0,1,1,0,94.47719283444744,11,55.31651317381203,4,69,1,0,18,1,3657935,1,1,67.33563242380987,30.62759165708546
tier3,v9.2,v9.0,major_1x,51,42,34.17842640968673,5,102518,653164,98.14201306814843,1026,7,28,on_premise,25,8304,1863,3487,81.29854564072231,canary,23.9099189907268,scrum,0,1,0,1,1,0,1,1,1,0,67.79013188926264,12,54.04359742064927,9,51,0,0,6,0,1849032,1,1,100.0,43.55100653407422
microfinance,v8.2,v11.0,major_1x,77,38,33.48073156397965,31,357341,280672,95.94481585038812,1323,9,22,hybrid_cloud,36,9440,3189,6296,74.89359391571763,blue_green,81.32175389220947,agile,1,1,1,1,1,0,1,1,0,0,68.94303788875115,13,41.68709507769922,3,43,0,0,11,1,1555096,0,1,96.14857140628327,33.512407925194054
tier2,v9.2,v10.1,minor,44,6,24.44539719005787,28,165796,631089,98.84008040329329,844,3,21,hybrid_cloud,19,22565,4920,5954,95.73335251381292,big_bang,16.88944748224297,kanban,4,1,1,1,0,1,1,0,1,1,81.05478515074275,9,69.98777228962878,4,46,1,0,6,1,1567070,0,1,67.49796743787036,63.04004020164665
tier3,v9.2,v10.1,major_1x,20,32,28.6476430653718,14,177176,166293,97.14421975881503,1179,3,27,private_cloud,27,17972,1306,2194,82.30124696806061,blue_green,55.30881733894991,waterfall,2,1,1,1,1,0,1,1,1,1,87.07265729311986,15,65.95451927546777,4,35,0,1,8,1,2120737,1,1,50.75910172040609,52.49210987940752
microfinance,v10.1,v9.2,major_1x,31,2,42.448890029150846,11,217279,732806,99.12994601387108,366,13,22,on_premise,18,6354,646,3292,68.30122019983432,canary,45.243161156115384,waterfall,1,1,0,1,1,0,1,1,0,1,73.46728737050401,14,81.22880926912332,11,28,0,1,4,0,3095079,1,1,100.0,42.24497300693554
tier1,v9.2,v10.5,major_1x,66,32,65.2592440736367,50,304734,337639,97.67596230741482,397,10,7,hybrid_cloud,47,21564,3569,6758,93.21344136496496,rolling,25.29854477467985,kanban,8,1,1,1,1,1,1,1,1,0,73.33985969966648,8,76.64903788639145,7,52,0,0,20,1,2343176,1,1,84.68540971696939,57.397981153707406
tier3,v8.5,v11.0,major_1x,43,19,59.84013562305921,22,62014,406565,96.30871056777005,1248,2,9,private_cloud,15,8582,3509,4989,95.1825363836998,canary,13.592379383537136,agile,6,1,1,1,1,0,1,1,0,1,69.7550239156839,10,57.936772493089386,5,38,1,0,9,1,923965,1,1,63.03726356407547,62.69435528388502
tier2,v9.2,v10.5,minor,83,9,63.0532092607051,10,364543,625595,97.47110740820466,1503,5,34,hybrid_cloud,34,10819,7661,2055,87.34770512192958,rolling,36.66720889416405,scrum,2,1,1,1,1,1,1,0,1,1,81.87489192799381,11,83.01535483577725,7,37,1,1,10,1,1133719,0,1,63.29408062666942,36.67555370410233
microfinance,v10.1,v10.1,major_1x,96,40,57.71698606820503,35,79634,293400,95.48079665057556,645,4,25,private_cloud,25,13063,2955,854,63.682687178736195,blue_green,18.278173742191605,kanban,2,1,1,1,0,1,1,1,0,1,87.36004144427348,11,51.974749591456536,1,4,1,1,2,1,969731,0,1,66.23533550799942,60.340398325287765
microfinance,v10.1,v10.5,major_1x,74,20,17.70429900742757,11,137807,328718,96.6857111807983,529,10,22,public_cloud,36,14619,2341,3386,83.57715128140717,canary,59.80751957022562,agile,0,1,1,1,1,1,0,0,1,1,86.49896805803264,15,64.18993310796793,1,44,0,1,10,1,3055370,0,1,100.0,46.762855590399155
microfinance,v10.1,v9.0,major_1x,98,17,44.958472796408934,34,30149,223051,97.66802591987484,550,11,14,hybrid_cloud,27,16718,6615,7787,71.35154824152711,big_bang,80.1959797406922,agile,3,1,1,1,0,1,1,1,1,1,72.99703554236324,15,55.93834230316019,2,41,1,0,15,0,3625474,0,1,100.0,47.83401295993741
tier2,v8.2,v11.0,major_1x,60,44,61.938606856993886,25,402092,217069,97.00838922950096,1488,11,39,hybrid_cloud,27,30845,6812,2758,85.4028926869066,rolling,16.416683996857323,agile,6,1,1,1,0,0,1,1,1,0,80.75995804908851,9,58.90206052706622,1,64,0,1,8,1,3073512,1,1,97.81962213881465,16.24419461475047
microfinance,v8.5,v10.5,minor,62,16,19.40895100114522,4,141434,752413,96.41095361956303,608,13,15,private_cloud,34,5654,1085,3441,77.9696868956974,big_bang,55.125218493795295,scrum,6,1,1,1,0,1,1,1,1,1,77.81351148978703,12,66.73039774952194,1,44,0,0,12,1,1162482,0,1,100.0,39.54547680978152
tier3,v8.2,v9.0,minor,77,17,59.34155207571489,33,229625,268504,97.26932950987698,553,8,9,private_cloud,28,17534,3556,5443,70.94595796141388,blue_green,19.746426176659448,scrum,4,1,1,0,1,0,1,1,1,1,85.37010973658373,8,58.66465476043535,3,41,1,0,12,0,2352251,1,1,85.296299050306,59.07466475493848
tier2,v9.0,v9.2,minor,100,29,51.59981780162877,42,193454,363920,99.35630679886276,1366,11,17,on_premise,37,20115,3697,5998,99.22319950395168,blue_green,38.30532697870934,scrum,4,1,1,1,1,1,1,1,0,1,82.44735345863114,15,58.98521251355711,9,65,0,1,6,0,2208461,1,1,100.0,30.858153399431387
tier3,v8.5,v10.5,major_1x,52,21,56.841620283041024,18,274953,526584,97.14235181315193,1094,9,15,hybrid_cloud,9,13249,4984,6114,80.60307371739476,canary,34.88664076727927,waterfall,1,1,1,1,0,1,1,1,0,1,79.68065328840558,12,57.125975192665756,8,6,1,0,7,1,875116,0,1,84.73875255041611,42.19117590657598
tier1,v9.2,v11.0,major_1x,32,37,65.6106235679538,41,228667,668220,99.93982936680531,1891,12,10,private_cloud,50,14309,5101,2141,88.00872484298218,blue_green,72.30292783231208,scrum,6,0,1,0,0,1,1,1,1,1,77.00021093039415,10,46.67989825674417,1,22,0,0,5,1,3752303,0,1,100.0,21.149914683402663
tier3,v10.1,v9.0,major_2x,92,10,28.866803058912854,18,159727,298484,97.89422876066588,645,3,15,on_premise,23,13676,1350,5884,73.810394857544,big_bang,19.946985732421915,kanban,2,0,0,1,0,0,1,1,1,0,71.47658587377317,14,59.17033107309405,2,14,0,0,5,1,1843883,1,1,100.0,69.54711438033294
tier2,v9.0,v10.5,minor,67,41,18.830245878978186,15,176124,461601,95.89867376581681,1413,9,17,hybrid_cloud,19,9495,5971,4316,88.82329113392336,canary,36.77878299439477,agile,4,1,1,1,1,1,1,1,1,0,80.19148102828852,12,46.65895319553332,11,20,0,1,7,1,2992897,1,1,68.40219185601597,34.18933688290839
tier1,v8.5,v9.2,minor,49,12,27.543330859006556,28,237018,530336,99.09404663955783,348,11,29,hybrid_cloud,44,33170,8880,3988,96.18147740852127,blue_green,96.14567683205964,kanban,0,1,1,1,1,1,1,1,1,0,63.15537588646733,9,75.96633745328188,3,12,0,1,19,1,2430311,1,1,76.37239474369697,45.08702331977892
tier1,v8.2,v10.5,major_1x,112,47,22.215330695754073,20,449598,346343,96.30703750882225,1081,15,35,hybrid_cloud,15,48265,6808,4043,90.82008578927685,canary,37.62619596579379,kanban,1,0,1,1,1,1,1,0,1,0,68.03397194146443,6,86.63830774569377,1,44,0,0,16,1,2049887,1,1,100.0,14.03351875441112
tier3,v10.1,v9.0,major_1x,79,19,25.878474272557888,20,69596,461097,97.13081966616463,265,11,35,on_premise,21,22816,4163,4148,70.07959448320871,rolling,53.05822339292811,scrum,2,1,1,1,1,1,0,1,1,0,71.03595217645531,14,77.35589833215657,9,42,1,0,10,1,1174891,1,1,100.0,42.765409833082316
tier2,v8.2,v10.5,major_1x,72,16,41.65566846771112,10,390961,460176,97.85499460110682,952,13,27,on_premise,31,19165,4499,5104,80.794129097666,blue_green,75.3878080773961,agile,3,0,1,1,1,1,0,0,1,1,67.13624952066117,9,69.56861388066629,9,17,0,1,11,1,1560383,1,1,100.0,27.387497300553406
tier3,v8.5,v11.0,major_2x,60,31,62.285766001372814,13,253445,312011,98.40950773973977,296,1,5,on_premise,6,12166,2420,1592,75.23508131913867,big_bang,48.963935200013495,waterfall,0,1,0,1,0,1,1,1,1,0,82.90372020550902,14,55.124151764701324,4,24,0,0,9,1,1362207,1,1,100.0,87.78475386986987
tier1,v8.5,v10.1,major_2x,115,34,71.84759475214443,34,389224,534748,96.52281479208104,1690,3,38,hybrid_cloud,12,37478,6011,7134,78.83910585584854,blue_green,82.02991101827915,scrum,6,1,1,1,0,1,1,1,1,1,75.00318649273447,5,69.89258930231782,3,40,0,0,13,1,1889176,0,1,62.513309903669935,36.461407396040514
tier2,v9.0,v9.0,minor,89,41,57.015783037025706,23,272727,624254,98.89843694911215,937,1,7,on_premise,29,24852,3985,8113,81.82291678192219,canary,83.81098742273119,waterfall,1,1,1,1,1,1,1,1,1,1,87.55959860708091,11,78.36478296010506,7,56,0,0,13,1,2837413,0,1,36.54397648362883,74.20921847455608
tier3,v9.2,v9.0,major_2x,82,28,13.84328629198469,19,81230,130333,98.55966424672673,1256,10,14,hybrid_cloud,22,8331,2279,4394,75.60984700792902,big_bang,27.23815406188779,agile,6,1,1,0,1,1,0,1,1,1,88.36215750409087,9,67.34518423925405,7,32,0,1,7,1,1985419,0,1,100.0,37.15983212336336
tier3,v8.2,v9.0,minor,44,28,31.25543936847198,12,307151,523721,95.55745782054309,184,6,6,on_premise,7,11804,3075,4262,87.85200610004452,canary,22.522628673249812,scrum,6,0,1,0,0,0,1,1,1,1,85.12458556684193,8,60.57204173733488,7,20,1,0,4,1,871507,1,1,87.67796273614492,73.09872891027155
tier2,v9.0,v9.0,major_1x,46,20,54.86643820626717,7,92569,222956,98.93554790014848,972,10,37,hybrid_cloud,37,24328,3511,5495,81.01136296851449,blue_green,44.05026996390973,agile,1,1,1,1,1,1,1,0,1,1,73.62474628711952,6,54.49841855922835,11,50,0,1,4,1,2149438,0,1,86.55439497310894,31.52777395007425
tier3,v10.1,v10.5,major_1x,25,11,19.601105858528072,6,105775,120617,96.16035561109749,1334,10,34,on_premise,8,25481,4072,872,92.18714390898839,rolling,46.852447986390615,waterfall,1,1,1,1,1,0,0,1,1,1,85.69591145961535,25,63.77321380800952,3,10,0,0,10,1,2582502,0,1,100.0,24.400177805548736
microfinance,v9.2,v11.0,major_1x,45,7,58.76295693855562,33,231175,256311,99.22665568468182,423,13,9,private_cloud,5,35500,3196,2334,68.54432622808287,big_bang,14.404518201681032,scrum,1,1,1,1,1,1,1,1,1,1,79.12375408437276,15,64.60196562844682,6,15,1,0,7,0,458822,1,1,100.0,47.6533278423409
tier3,v9.0,v9.2,minor,52,25,31.953252031483864,17,92348,410019,96.63297192577933,650,2,7,private_cloud,7,6011,4995,6389,80.54643111501763,blue_green,14.80677570719432,agile,3,0,1,0,1,1,0,1,1,0,87.32771132147529,17,68.22136477526135,9,16,0,0,5,1,2521778,0,1,73.03981914513038,75.81648596288966
tier2,v8.2,v11.0,minor,44,10,56.25943513790668,17,245545,394421,97.89367540174425,1241,8,25,on_premise,39,31535,7695,2755,89.14168848847491,canary,22.937905850273545,agile,3,0,0,1,1,1,1,1,1,1,89.62262459442779,5,50.73702873034149,7,38,1,1,10,1,2526392,0,1,100.0,37.62683770087213
tier1,v8.5,v9.0,major_1x,22,29,25.74060325099704,23,181471,345639,98.02657644364518,651,1,9,hybrid_cloud,18,16338,3636,7420,92.64386524143265,big_bang,18.33845224567805,waterfall,4,1,1,1,1,1,1,1,1,0,75.88174390278135,11,76.5699719373243,11,9,1,0,11,1,3979229,1,1,47.1350932716891,78.4932882218226
microfinance,v10.1,v10.5,minor,58,34,12.374394114189029,35,229418,465934,98.07870185490872,609,5,7,public_cloud,22,17979,3842,7940,77.88988366432643,rolling,36.082028531752876,agile,2,0,1,1,0,0,1,1,0,0,87.41214957450222,11,77.2880260458917,2,14,0,1,14,0,403325,0,1,89.06882991047789,68.35935092745436
tier1,v8.2,v10.5,minor,76,23,25.904144983867134,47,492690,849644,95.8013001397287,345,4,43,private_cloud,22,34829,2536,7792,92.03572991357349,canary,55.745533819331406,scrum,2,1,1,1,1,0,1,1,1,1,85.32731323185288,6,84.37011942197854,3,69,0,1,7,0,4335002,0,1,55.9432524873683,57.50065006986435
microfinance,v9.2,v9.0,major_1x,52,38,48.23350057619535,8,121366,228629,99.17140220525967,1240,4,1,private_cloud,33,20810,3690,5409,74.9882825930004,canary,81.02059709924032,waterfall,5,1,0,1,1,0,1,1,1,0,73.5562734093431,14,70.69738054726376,7,54,0,1,10,1,1588263,0,1,82.61237914722679,62.28570110262983
tier3,v9.2,v10.5,major_1x,97,18,47.707009296783326,23,130934,647078,98.62721781396804,573,6,5,hybrid_cloud,24,13569,4555,4218,75.52557036679801,blue_green,51.14761489776356,scrum,6,0,1,1,0,1,1,0,1,1,67.00453495399765,14,45.57976627830088,2,49,1,0,11,1,1837337,1,1,89.74991837574285,67.35360890698402
microfinance,v8.5,v9.0,major_1x,17,37,54.42530072558462,34,125192,372191,96.09071970983508,1062,3,3,on_premise,11,34597,2702,3295,80.52019171291627,blue_green,53.45661934812956,scrum,0,1,1,1,0,1,1,1,0,1,68.11473362334642,10,50.91905402654808,5,29,1,1,5,0,773571,0,1,65.16988307049297,66.30535985491754
tier3,v8.5,v11.0,minor,63,12,54.98618781008871,21,99970,434980,96.73748548244987,774,10,31,private_cloud,6,21709,1306,1332,69.32656586434933,blue_green,8.545515238270944,agile,2,1,1,1,1,1,1,1,1,1,76.68786605362506,9,66.88788893686282,7,11,1,0,4,1,877919,1,1,84.1411808735869,37.38874274122493
microfinance,v10.1,v10.1,major_2x,65,13,57.416015178634545,22,203135,213673,95.34979790075312,289,2,13,public_cloud,6,10516,2132,4868,75.06838883640526,canary,70.70887633826275,waterfall,1,1,1,1,1,0,1,1,1,1,68.37778941915955,14,54.829538289348704,6,9,0,0,15,0,1714856,1,1,73.38147823292422,79.39489895037656
tier2,v10.1,v10.5,minor,34,4,61.51793287014552,33,238065,190248,95.92705910323657,719,5,16,on_premise,39,25988,3674,1674,76.23043945034203,blue_green,50.08132973041402,agile,6,1,1,1,1,1,1,1,1,1,87.14167151819316,17,73.34519454039214,7,21,1,0,5,1,1674911,1,1,66.5692381202661,60.583529551618284
tier3,v8.5,v9.0,major_2x,83,42,50.648292517284794,22,156276,123051,98.42166708298508,513,0,18,hybrid_cloud,17,25694,5443,4723,76.31136843220251,blue_green,12.145103769229415,scrum,2,1,1,0,0,0,0,1,0,1,76.73413735488664,14,65.14325656530792,4,6,0,0,11,1,1062911,0,1,94.64121771738769,79.95083354149254
tier2,v8.5,v9.0,major_1x,102,39,48.45168228868505,18,141646,238192,97.06907948288762,1156,10,31,on_premise,12,16459,7465,1881,90.11386670095779,rolling,73.58022325391404,agile,2,1,1,1,1,1,1,1,0,1,77.18776190870913,10,64.87473751552376,9,63,0,1,5,1,1303268,0,1,90.62682018154372,29.914539741443804
